pc,P-trap Armstrong 1-1/4
pc,"Heavy Duty Rubber wheel 8"""
pc,"Yuko Barrel bolt brass 1-1/2"""
pc,"Yuko Barrel bolt brass 2"""
pc,"Yuko Barrel bolt brass 2-1/2"""
pc,"Yuko Barrel bolt brass 3"""
pc,"Yuko Barrel bolt brass 4"""
pc,"Yuko Barrel bolt zinc 1-1/2"""
pc,"Yuko Barrel bolt zinc 2"""
pc,"Yuko Barrel bolt zinc 2-1/2"""
pc,"Yuko Barrel bolt zinc 3"""
pc,"Yuko Barrel bolt zinc 4"""
pc,Piano hinge with screw 25mm x 25mm x 2mm thick x 1M length Zinc
pc,Maxell Alkaline battery LR03
roll,Cotton twine 8 ply (250 g /roll)
6M,Stainless angle bar 50mm x 50mm x 5mm thick
unit,Digital Microwave GE JEI2870SPSS 28L
6M,Stainless angle bar 50mm x 50mm x 5mm thick
set,Steel door with Jamb 1M x 2.1M with Door Knob and door closer
set,Steel door with Jamb 1M x 2.1M with Door Knob and door closer
pack,Energizer Ultimate Lithium AAA 03-2028 L92 BP-2
,Makita D-16346 82 x 29 x 3mm planner blade
pc,"Wood screw 1"" Gypsum"
pc,"Wood screw 1-1/4"" Gypsum"
pc,"Wood screw 1-1/2"" Gypsum"
pc,"Wood screw 2"" Gypsum"
pc,"Wood screw 2-1/2"" Gypsum"
pc,"Wood screw 3"" Gypsum"
pc,"Metal screw 1"" Gypsum"
pc,"Metal screw 1-1/4"" Gypsum"
pc,"Metal screw 1-1/2"" Gypsum"
pc,"Metal screw 2"" Gypsum"
pc,"Metal screw 2-1/2"" Gypsum"
pc,"Metal screw 3"" Gypsum"
pc,3m 03616 auto super adhesive
pc,Tripple A Battery Eveready 1212SW2 2 pcs per pack (Black)
pc,Double A Battery Eveready 1215SW2 2 pcs per pack (Black)
pc,GI sheet Ga. 18 1.1
pc,GI sheet Ga. 18 1.2
pc,Steel door with jamb and dorr levers 1m x 2.1m
pc,"Locknut for PVC male adapter 2"" sch 40"
pc,"Dyna anchor bolt 8mm x 2"""
set,Nema 3r electrical outdoor type enclosure 16 x 12 x 6 inches
unit,Hammer Drill Makita HP1630
unit,Circular saw 5606B Makit
doz,Cotton glove HD
box,Nihon N-55 6013 1/8 red welding rod
kg,Nihon stainless welding rod - 308 3/32 st
unit,Aluminum step ladder A-type 8ft Hilton
sq ft,tempered frosted glass 12mm thick
pc,fd 100 (powder coated mahogany wood grain finish) (21ft)
pc,"Silicon sealant, 300ml tube for glass"
pc,Battery CR123 lithium 3V (EL123 energizer)
pc,Fire safety plastic seal for 10lbs Portable fire extinguisher (Yellow)
pc,Hafele Bidet spray stainless steel cat no. 485.95.014
pc,"Coupling adaptor 6"" cast iron bolted with rubber gasket (Slip type coupling)"
pc,"Coupling adaptor 8"" cast iron bolted with rubber gasket (Slip type coupling)"
unit,Check valve flanged end 2-1/2
set,Scaffolding H frame
pc,"Granulated carbon filter, GAC-10 Megafresh"
pc,Polydepth sediment cartridge filter Megafresh
,
pack,3m command hook 17002 (small) (2pcs/pack)
pack,3m command hook 17001 (medium) (2pcs/pack)
pack,3m command hook 17003 (large) (1 pcs/pack)
pc,Heavy duty extension cord 100ft 30M 4 gang 31114 surer
pc,"Diamond cutting disc concrete 4"""
pc,"Cutting disk steel 4"" taileen"
pc,"Cutting disk steel 12"""
pc,"Grinding disc 4"""
pc,Angular steel bar 1-1/2 x 1-1/2 x 1/4 (6mm)
pc,Angular steel bar 1-1/2 x 1-1/2 x 1/4 (5mm)
pc,Flat bar 1/4 x 1-1/2 x 20' (6mm)
pairs,Stainless butt ball bearing hinges 2 ball 3.5 x 3.5
pc,Stainless butt ball bearing hinges 2 ball 3.5 x 3.5
pc,Handtruck trolley vistron
pc,Toshiba ER6V / 3.6V 2000mAh Lithium Battery with HRS-DF3 Plug for PLC/CNC 
pairs,2 ball butt hinge ball bearing 3.5 x 3.5 powerhouse
pairs,4 ball butt hinge ball bearing 3.5 x 3.5 powerhouse
pc,Brass hinges 3 x 3
pc,Metal (cable) tray 8 x 8 x 8'
pc,8mb-20W Magnetic Ballast Starlux
,osram
set,Powerhouse stainless ball bearing hinges 4 ball
set,Powerhouse stainless ball bearing hinges 2 ball
pc,"Fiber cement board 4' x 8' x 1/4"" thk"
pc,"Fiber cement board 4' x 8' x 1/2"" thk"
pc,mop handle plastic
pc,opple led  6 watts
pc,"ball bearing hinges 4 x 4"" x 2.5 stainless"
pc,Butterfly valve 1.5 in kitz brand
pc,Butterfly valve 2.5 in kitz brand
unit,7.5 HP heavy duty pump with 10 meters discharge and 10 ft plastic hose gasoline engine pump
pc,Makita angle grinder 9558NB
pc,"Ficem scew 1.5"""
pc,"Ficem scew 1"""
pc,Hardiflex 4 x 8 x 6mm
pc,Gypsum board 12mm Knauf
pc,Gypsum board 9mm Knauf
pc,junction box 4x4 orange
pc,plastic moulding 1/2
pc,plastic moulding 5/8
pc,plastic moulding 3/4
pc,plastic moulding 1
pc,plastic moulding 1-1/2
pc,WN1101-5 panasonic 3 wire grounding receptacle 10A 250V
pc,wnf6202W-8 2 gang plate
unit,exhaust fan standard sef12a
pc,"V-belt, A-45"
pc,"V-Belt, B-60"
pc,"V-Belt, A-33"
pc,"V-Belt, A-43"
pc,"V-Belt, B-58"
pc,"V-belt, B-67"
pc,"V-Belt, B-72"
pc,"V-Belt, B-87"
pc,"V-Belt, SPA 1080"
pc,"V-Belt, SPA 1180"
pc,"V-Belt, SPA 1982 LW"
pc,"V-Belt, A-29"
pc,"V-Belt, A-38"
pc,"Wheel caster swivel 4"" with stopper"
pc,"wheel caster steady 4"" with stopper"
pc,Fire extinguisher hook (braket) 10lbs
pc,Fire extinguisher hook (braket) 20lbs
unit,Bosch AQT33-11 pressure washer
unit,Bosch AQT33-11 pressure washer
pc,TV braket 40 inches MNTTV065YB Fixed
bag,Skimcoat ABC
roll,12mm Polythylene sheet 50m
unit,powercraft PIW160 welding machine
PC,baofeng BF888s
,flourescent tube DL 40 watts philips
,"Dyna bolt 3/8"" x 2"""
,Koppel Split type 1.5hp
,Kolin split type 1.5Hp
,Carrier split type 1.5Hp
,Enclosure NEMA1 2 pole plug in
Doz,Rubber coated gloves class A
tube,ABC contruction grade
pc,Sakura element filter fuel part no. 132x1250-2
pc,Motolite deep cycle 12V 8D
pc,Dyno battery deep cycle 8VGC
pc,STANCHION SILVER STAINESS
lit,Sureseal elastomeric solvent release temperature curing sealant
pc,TEOS 9Watts daylight
pc,Wet and dry vacuum cleaner
pc,"Industrial Fan 18"" with built in thermal fuse STANDARD  STO-18 "
pc,LED 20Watts akari
pc,Master 1901 30mm master lock economy
pc,Ecosense bidet spray ES7002BK
pc,Ecosense bidet spray ES7002B
pc,Narra Ply 4 x 8 x 3/4
unit,Cyclone Air/3D brand IFTP45
,C-46-PC Amco perforated lamp post
pc,UV5R
10g,Thermal paste
unit,"AEF14w exhaust fan 14"""
pc,Correction tape
doz,Pencil #1
pc,Short folder
,hdmi cable 2 m
pc,kingmax 32gb
,
can,6065 Scotch spray mount
,3m 2650 (yellow/green/pink) label roll
,Flat cart 300kg
,Flat cart 150Kg
,rice cooker 16 cups/ 2.7 liters 3D RC16C
,hanabishi water dispenser HFSWD900SS (SILVER)
pc,"Stanley circlip plier (internal) 7"""
pc,"Stanley circlip plier (external) 7"""
,Guntacker arrow T-50 6mm -4mm
,plunger
pc,newstar tandem plug
,7812078/09278702018
pc,Energizer 9V
pc,"Clear packing tape 2"""
,Masking tape #2
,7807010
,Air purifier SHARP KI-A60E-W
,Akari A-Batt
unit,"Volume damper 12"" dia manual"
unit,"Volume damper 12"" dia motorized"
pc,Solderless connector for 30mm2 wire
pc,Solderless connector for 14mm2 wire
pc,Matsushita IMC coupling 1-1/2
pc,Matsushita IMC elbow 1-1/2
pc,Carbon brush Makita CB411
pc,Carbon brush Makita CB55
pc,Maktec electric grinder MT954
pc,Makita electric grinder MT-M0910M
pc,"Float valve 2"" brass taiwan"
pc,"Float valve 1-1/2"" brass taiwan"
pc,"Float valve 1-1/4"" brass taiwan"
pc,"Float valve 1"" brass taiwan"
unit,Hydraulic drum lifter
,CCTV camera
pc,Matsushita IMC pipe 1-1/2
pc,"Aluminum duct tape 3"" Panclub"
pack,"Powerhouse ball bearing 4x4"""
pc,"Butterfly  tinman snip 12"""
pc,"Butterfly  tinman snip 10"""
pc,"12mm - 1/2"" Masking tape 3m Tartan"
pc,"18mm - 3/4"" Masking tape 3m Tartan"
pc,"24mm - 1"" Masking tape 3m Tartan"
pc,"36mm - 1.5"" Masking tape 3m Tartan"
pc,"48mm - 2"" Masking tape 3m Tartan"
pc,"72mm - 3"" Masking tape 3m Tartan"
pc,SKF V-Belt B42
pc,SKF V-Belt A45
pc,SKF Bearing YET 205 with eccentric locking collar (25mm)
pc,Eurostream Elbe series single handle lavatory faucet FS1AR011CP
unit,Rohstar #8
,Scaffolding H type frame 1.2 x 1.7
gal,Polituff with hardener
Ltr,Polituff with hardener
pc,Handyman Robinsons ermita akari
pc,Quantum QHL 800
unit,Makita Electric Jigsaw M4301M
unit,Makita Electric Jigsaw 4326M
unit,Bosch Electric drill GSB-20-2RE
unit,Bosch Electric drill GSB-20-2RE
unit,Makita Electric Jigsaw 4326M
,Bosch GSB-13RE tool set
unit,Prestar 300kg trolley
,Battery 12V 4D truckmaster black motolite
,Metal Stud 2 x 3 x 3M x 0.511mm thk
,Metal track 2 x 2 x 3M x 0.511 mm thk
,Metal track 2 x 3 x 3M x 0.511mm thk
,"Gypsum tape 2"" x 30M"
